Timestamp,T_Supply,T_Return,SP_Return,T_Saturation,T_Outdoor,RH_Supply,RH_Return,RH_Outdoor,Energy,Power,delta_h,KPI,T_wb_out,month,day,hour
2019-12-11 13:30:00,24.667499499999998,22.1175,22.5,17.46,10.2,31.629998999999998,24.759999,68.75,12.5,4.92,16.53173128868704,1.731265512575395,1.936432274894217,12,11,13
2019-12-11 14:00:00,24.7725,22.034999,22.5,17.719999,9.1,32.2999985,24.7199995,66.25,12.5,4.914,19.56540027995551,1.8940088633870422,1.46299801542638,12,11,14
2019-12-11 14:30:00,24.6425,22.035,22.5,17.3099995,9.6,33.239999499999996,25.2199995,68.75,12.0,4.896,18.40586181255926,1.8468432286296035,1.6745125774734722,12,11,14
2019-12-11 15:00:00,24.727499,22.0725,22.5,17.3599995,9.6,33.3599985,25.759999999999998,70.0,12.0,4.902,18.40069449852659,1.8452032919968202,1.6708270595348953,12,11,15
2019-12-11 15:30:00,24.6799995,22.2349995,22.5,17.469999,9.2,33.489998,25.764999500000002,66.25,12.5,4.782,19.7806550996743,1.9294759467651037,1.5067616623744926,12,11,15
2019-12-11 16:00:00,24.629999,22.3099995,22.5,17.42,8.2,33.334998999999996,25.734999,68.75,12.0,4.896000000000001,20.97656743590195,1.9097528374184172,1.0602132130890847,12,11,16
2019-12-11 16:30:00,24.802498999999997,22.329999,22.5,17.4699995,8.7,33.209998999999996,25.799999,70.0,12.5,4.854,20.147680946740856,1.8965325114397729,1.2763714183461836,12,11,16
2019-12-11 17:00:00,24.7124995,22.365000000000002,22.5,17.76,8.1,33.329998,25.914999,70.0,12.0,4.890000000000001,21.114141819788166,1.9083961238153098,1.0120092364394333,12,11,17
2019-12-11 17:30:00,24.717499,22.324999,22.5,17.6499995,8.6,33.299999,26.0649995,70.0,13.0,4.872,20.206838524700004,1.889200907083584,1.232434305393932,12,11,17
2019-12-11 18:00:00,24.827499000000003,22.295,22.5,17.589999,8.6,33.305,26.0649995,70.0,12.0,4.914,20.426706886603057,1.909757091973095,1.232434305393932,12,11,18
